id;timestamp;schema_id;schema_value
22;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x126409ed86b1995d8ede6e77bc080c98ec7d4c72","trustworthiness":[{"scope":"Software security","level":0.15724587,"reason":[]}]},"proof":{"signature":"74fd848a5eb348386d47aa3824d9a989f23e1874111dbd4426853f0d8adef41b0c038187a727395a31a443aba192bfc1615d69501498fa7a2c054443376c465000"}}
23;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","trustworthiness":[{"scope":"Software security","level":0.2793331,"reason":[]}]},"proof":{"signature":"ec770c2c3efbd434f2e055ab3412496a38109afb3cd22d5e5b06cbfab61bf31e0bbac36913b1755122b037e9feb5169e430be06a53a4657812c46b222f1e341200"}}
24;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x86d21b267422e86ef9be2ac5d6f14083418f0539","trustworthiness":[{"scope":"Software security","level":0.119179845,"reason":[]}]},"proof":{"signature":"c1143c64d69dca57498203455691e599821bf277544b8099d26e7736f12d201320d36b56233c0a664c6e4f2aabd716257432b1f828502bbc6b1010826a71154101"}}
25;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x0409c03bd5cde214e8dbce02b40967a7ec8098bb","trustworthiness":[{"scope":"Software security","level":0.69292885,"reason":[]}]},"proof":{"signature":"8f2d97953c2140c3eb1192ad08899586ab4ae96112e68c42c65a6a937f4efee17c6f431efee42446de5ddde47abdd5527210135773913f84824d87f791e4bae301"}}
26;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x3a07383352d5681b9b7c39195de40a5801e47fa9","trustworthiness":[{"scope":"Software security","level":0.057782054,"reason":[]}]},"proof":{"signature":"5c75301d3e74674c734f061059500094442ad395626cc0953c2069d4f604a5c827b8f9ea3a2bd1cb02649d0296c303a58a570447406ddfd68dd53f2b6af41e6900"}}
27;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0xb520af9aa84fc46d88b79fb19753bc2b3bf7fe0a","trustworthiness":[{"scope":"Software security","level":0.1616255,"reason":[]}]},"proof":{"signature":"f9bb27718d07b20056440f1da726fe236c6c9346a90f0c4fbdc6aaa1946eeca2507a791ea537a7ee4b7d966acf2e73eb6346a3e5b43f27691b1f2212dc7a773401"}}
28;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x962a96fe5f3197a010d64655cdbe982c10506906","trustworthiness":[{"scope":"Software security","level":0.3425961,"reason":[]}]},"proof":{"signature":"bc50ba2a94eb486a94a1c415752f0edfe15bd0bd0fab07cbb9d9069b3f56bed23c722357761262d52261d193432ad460c3cf8f0aa1c7220c4677b73b6dd5ff5300"}}
29;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0xd68a2f7d04c339aee2563878b76ea18f4881f0f3","trustworthiness":[{"scope":"Software security","level":0.5969393,"reason":[]}]},"proof":{"signature":"00a766d2d4cd51366ad64289ec0d112f353adfebca6e6f6954fedd29b360c17b6638cd33b22edd2f6221b9de4f674e7283bed7268bf8211c8eadeee503ed1dfa01"}}
30;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x1d37ac9dec4bef208dabead053961b2500b43bbb","trustworthiness":[{"scope":"Software security","level":0.026727378,"reason":[]}]},"proof":{"signature":"3f96a374c7e89eec7d410cb44808209caccc8dafc750354ce577766b9fa570171d280251dfda7f397760131e75bd9ebf621002258fcdcd656a6ca212e0c11ea500"}}
31;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x571b379e95362b8a314ab5c39041340172458ca8","trustworthiness":[{"scope":"Software security","level":0.6454319,"reason":[]}]},"proof":{"signature":"aa599695b6d82f10eae6a042e5b9f3ef9e9697f9a989d6a7eb88ae10980eeedd344491f6aefaa84816b6e5896a0fdaff4d89b62a6c157e07d77251830d907aa600"}}
32;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0xa43f4bb12aa9e2e02cb5e516df5bae16347f3849","trustworthiness":[{"scope":"Software security","level":0.043447435,"reason":[]}]},"proof":{"signature":"042e66fb643c5b095b4c51c04ed4acc94e0cf3f48dac4abb7a8473d853ebf25c55db54129e039d662d1b9671e4e0cfdcbe8a74bbb14cb35447a00411216dc81601"}}
33;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0xd6c63cc8173db6b9cd263bda4d21f4ce0ae48e5e","trustworthiness":[{"scope":"Software security","level":0.7738475,"reason":[]}]},"proof":{"signature":"f5ef4b6331feeb6318f487eea82f7d41af72d932849ffb4c0a4d7912ee32accc5373a59ef83c89d63b162c0ff41db708338c6b8b05e43b0dd57cc84fcefe2aac00"}}
34;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x35c7fc7b3f8229f1de12b662f34d11cad57e4fd8","trustworthiness":[{"scope":"Software security","level":0.65023446,"reason":[]}]},"proof":{"signature":"37e2407c8f1e01edb8577ed11e79104948fec648c9e818466a99ce25d6dae84816bf47bc366deee3698f5b74bdbe1fb80a98e18e175175e98957b374fb0a575a00"}}
35;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x3af2183e588d6fa3d907dfc2304a6eb7d35f20d7","trustworthiness":[{"scope":"Software security","level":0.23047394,"reason":[]}]},"proof":{"signature":"7da0054b2d9bbee46e46b07903d149d474263abace426b335324a371d1f659322673b25ea59410ea66a12e0bb99e403083c379d2375a64eafb8962edd9416d2b01"}}
36;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x061f027bbc0338abfc8f72a5d9a2d238fd4304fe","trustworthiness":[{"scope":"Software security","level":0.386805,"reason":[]}]},"proof":{"signature":"4de39202446e01f1b9ea2c4c01bd3566064d4d0ce12d66c30609a675d1db731c3a62f4b2ff493d1cdbd6f5c98e853cc1ec19273829599f0e96cdf5c7e12f88c700"}}
37;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x89c2a7cf7e0751293ee5f3cd6a228b9d3622af15","trustworthiness":[{"scope":"Software security","level":0.8600483,"reason":[]}]},"proof":{"signature":"678853f2d87a8ab366756cb8e51526a3b86430f68bb009a1f8a12ce605cbfd3f418314f64cd41391d9eb263d1be7fd5b927a54975dcfb7977422d839cb79901100"}}
38;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0xd49725907398d4fa0279f0bca6c1b4182ad85091","trustworthiness":[{"scope":"Software security","level":0.5190475,"reason":[]}]},"proof":{"signature":"7a9e60a57de7914621bfb442fecc130ce742613ed3fc3968e2a3c381a5998b37056524893149b9464f24552cc290bf40e3fa570bbd6608094dda2574540b8b2601"}}
39;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x6759900fb0f888554685465d16768c662c7f45e8","trustworthiness":[{"scope":"Software security","level":0.06002325,"reason":[]}]},"proof":{"signature":"b7a0bd9ac53b46f6794e8f041976f9c7f337b8755eba3470a9fecb4a8ea618a00887660939b995c883fb4dddc51871746d87fd897cce1f2c3f4000afc367f8db00"}}
40;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","credentialSubject":{"id":"did:pkh:eth:0x9f988360b1ddec6e779de737cd56ce3910658956","trustworthiness":[{"scope":"Software security","level":0.7688476,"reason":[]}]},"proof":{"signature":"b6b4197b1d569ebf6ca93fe5682047d5be72fa6d7afcbc6b1e49cd4b5e953c025c54a6d2eb311fc19505dfe13dbe45e7c3a0e985e081d1ae722d4de9bbd2e5a900"}}
41;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x90f8bf6a479f320ead074411a4b0e7944ea8c9c5","trustworthiness":[{"scope":"Software security","level":0.25928593,"reason":[]}]},"proof":{"signature":"be6eadadfcc123af307e4f053c6a5cfc9a4813979b0f5fe41b3737ed2b614a6964f5e1b857646a080c40036cf3634c954c9b32b7f5d9a4490038639ddc547f0600"}}
42;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x126409ed86b1995d8ede6e77bc080c98ec7d4c72","trustworthiness":[{"scope":"Software security","level":0.58053106,"reason":[]}]},"proof":{"signature":"0f91e9352cbc5db1794d69fe62dda996c479f9e6115c6d269cd00e1aa168bf3217d1d4e86a6168cf9a8266f9e6132245e48dbdf9209634ba0ceeff38137b8da500"}}
43;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x6902fb21457eca6354446cce4ad35dba89c23f7c","trustworthiness":[{"scope":"Software security","level":0.8731075,"reason":[]}]},"proof":{"signature":"6b28b0f67eaee93c00e4be3a7b2e4486e4514b976e0590e8648e63dbb8adb11d592fc19aeb365c4b93cd0282ae5da083ab749d320e749578e03d4e722858c72800"}}
44;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x86d21b267422e86ef9be2ac5d6f14083418f0539","trustworthiness":[{"scope":"Software security","level":0.9061816,"reason":[]}]},"proof":{"signature":"3f8665448326e0abf5deab372a010299b3f61ca3c2c7e7a489ab37cfdb1f70c74dc020ecf808f1bf873396be31b2b5359e0bff4e88b15ef6af24568ca9e5793e01"}}
45;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x0409c03bd5cde214e8dbce02b40967a7ec8098bb","trustworthiness":[{"scope":"Software security","level":0.32160598,"reason":[]}]},"proof":{"signature":"d12b64b7c645be16cf380f8427839f8ddd6b7a5bf42c3c32aaca0ae6976bed667896352472f06e13f4660278d415929486726735a1f565024beef68ea40e48d100"}}
46;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x3a07383352d5681b9b7c39195de40a5801e47fa9","trustworthiness":[{"scope":"Software security","level":0.5454487,"reason":[]}]},"proof":{"signature":"56928ca4a950b1e6d1239cb8008641d24fda7fd417d64ed531c6d25ae62625447ff717e5e286d0a1d17028692c1166377acd0d1d91deb1bdf70aa47313194de200"}}
47;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0xb520af9aa84fc46d88b79fb19753bc2b3bf7fe0a","trustworthiness":[{"scope":"Software security","level":0.27488238,"reason":[]}]},"proof":{"signature":"4cf899f50175291cf0241b6ab292120e102b167fe373d942529bc5a030495b2f24b62c88441af8a0d8a26e441258e99e54e95e1dd0cf0d00a97a7ca2a59ea69601"}}
48;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x962a96fe5f3197a010d64655cdbe982c10506906","trustworthiness":[{"scope":"Software security","level":0.4373905,"reason":[]}]},"proof":{"signature":"a7d742ab1ddba89aefdeb31a8b544c8a15dccf536a2aa2b533a22d8f3813d6a07c2b9b067e1905fa7a4fd2486397e303284ef86ec1af4d636ef861931a9552ee00"}}
49;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0xd68a2f7d04c339aee2563878b76ea18f4881f0f3","trustworthiness":[{"scope":"Software security","level":0.10764235,"reason":[]}]},"proof":{"signature":"24173d4744f7713501324cc7066c386a9ae29ec4927177f68fa691309f707cd21cc8b2f4a4b783a97ab2fd891db92a87368905e15a46def8df77e8fba2bafb7401"}}
50;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x1d37ac9dec4bef208dabead053961b2500b43bbb","trustworthiness":[{"scope":"Software security","level":0.8947137,"reason":[]}]},"proof":{"signature":"5abbb9b3a98d8754ecb90d64bc135c38bc2ca38cccaf1947e1f1415056330d7462545a8a83657cc1b2acaf292eaa4979646dbb7e4558cd69d8e4221f459f0d5801"}}
51;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x571b379e95362b8a314ab5c39041340172458ca8","trustworthiness":[{"scope":"Software security","level":0.55026525,"reason":[]}]},"proof":{"signature":"62c962393ea2a0156056ed08b0302255b6958fec21e111a6985a801bd77a02af1dbf5628ab3751c662ff8ec817e46892caf1f0138de2f9f725f59386c4037bb200"}}
52;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0xa43f4bb12aa9e2e02cb5e516df5bae16347f3849","trustworthiness":[{"scope":"Software security","level":0.9161848,"reason":[]}]},"proof":{"signature":"b95fadf32b5eb1762a6870eba340002cde8d0dd3420aa82c8ab96db788ed844775f03174fcae098dc5acb18299604512c7ce92c988ea0cbfe381a5f743ac25a501"}}
53;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0xd6c63cc8173db6b9cd263bda4d21f4ce0ae48e5e","trustworthiness":[{"scope":"Software security","level":0.68686575,"reason":[]}]},"proof":{"signature":"5f988f7d7cbb19950a2ceef1294ca429f73fe2ccffd3c019e826853d2e5fb28f06184ba8d97b48ec2aa5eefdbddfeb591a66857b8f16f68860e5662fbefcdc0401"}}
54;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x35c7fc7b3f8229f1de12b662f34d11cad57e4fd8","trustworthiness":[{"scope":"Software security","level":0.3376736,"reason":[]}]},"proof":{"signature":"1ba6686d9d3b5bc6fa9abac3f3e108e05f401761ec8fb5b46d160cff34a158c73c8e75e8ca8c1f29204023bd7fdc3e2e00e9cc7fc070beb4217c449c4b24714600"}}
55;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x3af2183e588d6fa3d907dfc2304a6eb7d35f20d7","trustworthiness":[{"scope":"Software security","level":0.8188962,"reason":[]}]},"proof":{"signature":"344d547dbf71b8c2248b86551cc0246dd9be28d0d177f8164c78cfa37204a24806d9385444f95c20cf2b83c417565d0ccd3661e54234077ad68a3e6e94aa336001"}}
56;2397848;2;{"type":"TrustCredential","issuer":"did:pkh:eth:0x5356ac1839e3a93ef17e5e43efb535a9ca479eb7","credentialSubject":{"id":"did:pkh:eth:0x061f027bbc0338abfc8f72a5d9a2d238fd4304fe","trustworthiness":[{"scope":"Software security","level":0.64525026,"reason":[]}]},"proof":{"signature":"b91a7664e18183e0ad20a33249cfbf02ffad619d6bb8ddaef5c66d983e4aa6054643b2b29e33d8b77f6a0a5f486e446eff1cab50dbebdc6dd95373dccbc9f4c600"}}
